,time,open,high,low,close,volume,date
2002,1531900800000.0,7434.0,7438.13,7310.48,7419.0,7760.081002,2018-07-18 08:00:00
2003,1531915200000.0,7418.02,7531.3,7360.4,7428.73,10070.603681,2018-07-18 12:00:00
2004,1531929600000.0,7428.46,7588.08,7336.13,7396.99,13211.28168,2018-07-18 16:00:00
2005,1531944000000.0,7396.83,7398.01,7225.38,7381.9,10918.554056,2018-07-18 20:00:00
2006,1531958400000.0,7381.88,7381.9,7270.0,7316.0,5446.055241,2018-07-19 00:00:00
2007,1531972800000.0,7316.0,7366.16,7306.0,7316.66,5204.078406,2018-07-19 04:00:00
2008,1531987200000.0,7316.67,7440.48,7291.37,7414.49,6157.189853,2018-07-19 08:00:00
2009,1532001600000.0,7419.65,7521.86,7373.25,7392.35,9952.684732,2018-07-19 12:00:00
2010,1532016000000.0,7392.35,7490.0,7352.0,7448.78,8092.304561,2018-07-19 16:00:00
2011,1532030400000.0,7450.0,7576.28,7414.14,7466.21,6365.943644,2018-07-19 20:00:00
2012,1532044800000.0,7468.86,7479.82,7367.0,7461.35,5663.273845,2018-07-20 00:00:00
2013,1532059200000.0,7461.35,7479.0,7336.66,7449.99,6569.861973,2018-07-20 04:00:00
2014,1532073600000.0,7443.5,7517.86,7430.0,7504.65,6260.125988,2018-07-20 08:00:00
2015,1532088000000.0,7504.0,7521.07,7436.4,7467.93,6312.52747,2018-07-20 12:00:00
2016,1532102400000.0,7468.96,7700.0,7273.0,7350.05,16283.374503,2018-07-20 16:00:00
2017,1532116800000.0,7353.37,7373.93,7280.0,7337.53,5051.149668,2018-07-20 20:00:00
2018,1532131200000.0,7337.47,7338.19,7211.0,7280.02,6649.584033,2018-07-21 00:00:00
2019,1532145600000.0,7280.01,7359.63,7255.93,7321.27,4701.673848,2018-07-21 04:00:00
2020,1532160000000.0,7324.0,7350.0,7288.22,7314.19,3922.063905,2018-07-21 08:00:00
2021,1532174400000.0,7314.18,7419.54,7297.44,7391.63,5206.54362,2018-07-21 12:00:00
2022,1532188800000.0,7394.87,7447.0,7379.13,7422.92,4827.317816,2018-07-21 16:00:00
2023,1532203200000.0,7422.92,7458.47,7396.08,7398.78,3579.307069,2018-07-21 20:00:00
2024,1532217600000.0,7399.25,7487.49,7339.0,7422.93,4672.430274,2018-07-22 00:00:00
2025,1532232000000.0,7422.93,7422.93,7370.1,7395.03,3697.184741,2018-07-22 04:00:00
2026,1532246400000.0,7395.03,7469.99,7392.8,7445.02,4223.140723,2018-07-22 08:00:00
2027,1532260800000.0,7446.0,7555.0,7429.92,7527.38,5906.596423,2018-07-22 12:00:00
2028,1532275200000.0,7527.99,7539.9,7484.4,7528.05,4993.129164,2018-07-22 16:00:00
2029,1532289600000.0,7528.04,7582.4,7335.5,7394.79,6777.737115,2018-07-22 20:00:00
2030,1532304000000.0,7394.78,7670.0,7375.0,7623.0,8227.333738,2018-07-23 00:00:00
2031,1532318400000.0,7623.0,7790.0,7623.0,7758.94,6501.217294,2018-07-23 04:00:00
2032,1532332800000.0,7758.95,7763.87,7666.0,7695.0,7645.21095,2018-07-23 08:00:00
2033,1532347200000.0,7695.0,7752.0,7671.0,7733.74,5604.9461,2018-07-23 12:00:00
2034,1532361600000.0,7731.5,7833.0,7638.8,7755.0,8677.91044,2018-07-23 16:00:00
2035,1532376000000.0,7757.0,7780.0,7699.0,7721.01,4989.728149,2018-07-23 20:00:00
2036,1532390400000.0,7721.65,7795.28,7696.0,7774.0,5796.559029,2018-07-24 00:00:00
2037,1532404800000.0,7771.18,8047.37,7766.59,8031.0,13731.341322,2018-07-24 04:00:00
2038,1532419200000.0,8031.01,8280.0,7966.1,8257.99,9689.012619,2018-07-24 08:00:00
2039,1532433600000.0,8257.98,8371.93,8120.01,8180.27,15241.888873,2018-07-24 12:00:00
2040,1532448000000.0,8182.4,8312.16,8160.9,8266.24,7307.134391,2018-07-24 16:00:00
2041,1532462400000.0,8266.24,8486.0,8185.0,8397.24,8355.227515,2018-07-24 20:00:00
2042,1532476800000.0,8397.24,8491.77,8293.0,8374.31,9154.949617,2018-07-25 00:00:00
2043,1532491200000.0,8374.31,8450.0,8296.3,8335.0,6396.532893,2018-07-25 04:00:00
2044,1532505600000.0,8335.0,8335.0,8137.01,8179.1,9211.634277,2018-07-25 08:00:00
2045,1532520000000.0,8184.6,8229.58,8050.0,8114.96,8666.902378,2018-07-25 12:00:00
2046,1532534400000.0,8114.96,8179.16,8071.1,8166.98,7224.602529,2018-07-25 16:00:00
2047,1532548800000.0,8166.97,8337.6,8124.0,8175.64,7603.02743,2018-07-25 20:00:00
2048,1532563200000.0,8175.63,8264.73,8169.26,8228.23,5161.173412,2018-07-26 00:00:00
2049,1532577600000.0,8228.23,8315.69,8188.0,8245.87,5314.792262,2018-07-26 04:00:00
2050,1532592000000.0,8245.85,8313.99,8219.96,8251.9,5524.051529,2018-07-26 08:00:00
2051,1532606400000.0,8255.29,8260.0,8180.0,8205.63,4848.608865,2018-07-26 12:00:00
2052,1532620800000.0,8208.29,8280.0,8191.0,8264.27,4665.320896,2018-07-26 16:00:00
2053,1532635200000.0,8261.1,8299.08,7850.06,7920.0,17709.534718,2018-07-26 20:00:00
2054,1532649600000.0,7920.0,7963.94,7861.04,7886.35,6459.319731,2018-07-27 00:00:00
2055,1532664000000.0,7886.9,7954.93,7885.17,7916.99,5044.023432,2018-07-27 04:00:00
2056,1532678400000.0,7916.99,8003.81,7910.0,7938.07,5848.947521,2018-07-27 08:00:00
2057,1532692800000.0,7934.69,8199.51,7805.0,8152.56,12315.344527,2018-07-27 12:00:00
2058,1532707200000.0,8157.22,8285.0,8152.17,8221.63,8316.654102,2018-07-27 16:00:00
2059,1532721600000.0,8220.2,8277.2,8128.0,8188.57,5686.716578,2018-07-27 20:00:00
2060,1532736000000.0,8188.57,8225.3,8140.09,8164.99,3615.959873,2018-07-28 00:00:00
2061,1532750400000.0,8164.99,8235.33,8164.44,8196.72,4030.297738,2018-07-28 04:00:00
2062,1532764800000.0,8196.71,8225.01,8145.0,8184.73,4061.292698,2018-07-28 08:00:00
2063,1532779200000.0,8184.69,8205.0,8067.0,8116.11,5992.232392,2018-07-28 12:00:00
2064,1532793600000.0,8116.11,8218.0,8116.1,8187.64,5134.275507,2018-07-28 16:00:00
2065,1532808000000.0,8187.63,8246.54,8150.0,8225.04,3381.115631,2018-07-28 20:00:00
2066,1532822400000.0,8225.04,8294.51,8216.67,8240.44,5330.340773,2018-07-29 00:00:00
2067,1532836800000.0,8240.03,8245.1,8169.78,8172.78,3418.69871,2018-07-29 04:00:00
2068,1532851200000.0,8178.99,8180.14,8115.0,8167.88,4164.748308,2018-07-29 08:00:00
2069,1532865600000.0,8167.84,8242.42,8152.0,8227.12,5238.791703,2018-07-29 12:00:00
2070,1532880000000.0,8229.82,8229.9,8161.04,8221.01,3569.099297,2018-07-29 16:00:00
2071,1532894400000.0,8221.0,8278.78,8170.72,8211.0,3809.547394,2018-07-29 20:00:00
2072,1532908800000.0,8210.99,8273.0,8070.0,8192.11,6569.854876,2018-07-30 00:00:00
2073,1532923200000.0,8192.1,8211.74,8125.0,8162.1,3620.160045,2018-07-30 04:00:00
2074,1532937600000.0,8163.52,8188.88,8126.31,8155.0,3945.894042,2018-07-30 08:00:00
2075,1532952000000.0,8155.04,8211.74,8089.37,8122.9,5702.983543,2018-07-30 12:00:00
2076,1532966400000.0,8122.95,8150.0,7866.0,8120.0,13554.285519,2018-07-30 16:00:00
2077,1532980800000.0,8121.21,8200.0,8068.09,8173.92,6299.238517,2018-07-30 20:00:00
2078,1532995200000.0,8171.4,8180.0,8103.01,8129.97,3502.47072,2018-07-31 00:00:00
2079,1533009600000.0,8129.97,8155.97,8088.14,8126.77,4161.347513,2018-07-31 04:00:00
2080,1533024000000.0,8126.78,8131.0,7927.0,7980.0,9202.783753,2018-07-31 08:00:00
2081,1533038400000.0,7980.01,7981.45,7656.74,7758.44,16049.893596,2018-07-31 12:00:00
2082,1533052800000.0,7758.44,7840.0,7687.0,7750.65,7981.410028,2018-07-31 16:00:00
2083,1533067200000.0,7749.01,7777.0,7633.0,7730.93,7399.009977,2018-07-31 20:00:00
2084,1533081600000.0,7735.67,7750.0,7500.0,7539.99,9361.562276,2018-08-01 00:00:00
2085,1533096000000.0,7540.0,7580.0,7464.81,7556.93,7045.803968,2018-08-01 04:00:00
2086,1533110400000.0,7556.93,7660.95,7522.0,7566.17,7090.604252,2018-08-01 08:00:00
2087,1533124800000.0,7569.78,7637.0,7549.19,7601.79,5648.880474,2018-08-01 12:00:00
2088,1533139200000.0,7599.05,7614.57,7529.63,7564.84,4962.883053,2018-08-01 16:00:00
2089,1533153600000.0,7564.84,7636.69,7430.0,7604.58,8472.578909,2018-08-01 20:00:00
2090,1533168000000.0,7600.08,7709.46,7597.5,7642.33,7166.174006,2018-08-02 00:00:00
2091,1533182400000.0,7645.0,7699.0,7617.31,7659.0,5294.55531,2018-08-02 04:00:00
2092,1533196800000.0,7659.0,7663.82,7544.13,7560.05,5914.042327,2018-08-02 08:00:00
2093,1533211200000.0,7562.42,7571.34,7469.64,7524.79,7186.312808,2018-08-02 12:00:00
2094,1533225600000.0,7524.78,7596.2,7455.72,7537.43,7074.414875,2018-08-02 16:00:00
2095,1533240000000.0,7535.43,7575.0,7516.92,7525.71,5030.197358,2018-08-02 20:00:00
2096,1533254400000.0,7525.71,7528.91,7311.1,7325.91,7706.214324,2018-08-03 00:00:00
2097,1533268800000.0,7325.91,7400.0,7282.44,7398.68,7526.331189,2018-08-03 04:00:00
2098,1533283200000.0,7393.11,7425.9,7323.89,7359.94,6015.039271,2018-08-03 08:00:00
2099,1533297600000.0,7359.93,7499.0,7341.41,7480.0,8235.961754,2018-08-03 12:00:00
2100,1533312000000.0,7478.87,7540.0,7359.0,7375.85,9599.875186,2018-08-03 16:00:00
2101,1533326400000.0,7377.18,7447.0,7358.0,7418.78,5586.064323,2018-08-03 20:00:00
2102,1533340800000.0,7412.27,7494.81,7386.46,7456.05,4590.309043,2018-08-04 00:00:00
2103,1533355200000.0,7456.05,7468.57,7412.0,7448.66,3693.416974,2018-08-04 04:00:00
2104,1533369600000.0,7448.54,7482.65,7375.26,7398.57,5643.352613,2018-08-04 08:00:00
2105,1533384000000.0,7397.22,7400.0,6951.0,6981.44,15283.612954,2018-08-04 12:00:00
2106,1533398400000.0,6984.25,7039.0,6926.0,6995.0,4975.216938,2018-08-04 16:00:00
2107,1533412800000.0,6995.0,7049.37,6970.0,7009.84,2102.517488,2018-08-04 20:00:00
2108,1533427200000.0,7009.84,7030.65,6884.0,7011.14,6166.732117,2018-08-05 00:00:00
2109,1533441600000.0,7014.94,7021.08,6934.19,6942.0,5017.472818,2018-08-05 04:00:00
2110,1533456000000.0,6942.0,7089.87,6932.0,7025.24,4920.553775,2018-08-05 08:00:00
2111,1533470400000.0,7025.91,7069.98,6882.29,6999.44,7198.266331,2018-08-05 12:00:00
2112,1533484800000.0,6998.01,7053.0,6950.01,7017.18,5214.525278,2018-08-05 16:00:00
2113,1533499200000.0,7017.17,7079.79,7002.04,7024.19,4377.299463,2018-08-05 20:00:00
2114,1533513600000.0,7024.19,7160.0,7021.51,7087.99,6221.448985,2018-08-06 00:00:00
2115,1533528000000.0,7088.32,7119.98,6983.02,7015.0,5756.068253,2018-08-06 04:00:00
2116,1533542400000.0,7016.18,7018.13,6913.37,6980.0,5194.790897,2018-08-06 08:00:00
2117,1533556800000.0,6979.62,6989.0,6861.06,6972.94,5298.683246,2018-08-06 12:00:00
2118,1533571200000.0,6972.99,6979.0,6901.0,6942.89,4117.058035,2018-08-06 16:00:00
2119,1533585600000.0,6940.08,6952.59,6821.0,6934.82,6172.142227,2018-08-06 20:00:00
2120,1533600000000.0,6935.0,6990.53,6902.19,6935.99,4904.543345,2018-08-07 00:00:00
2121,1533614400000.0,6935.49,7120.0,6920.97,7028.0,5623.240575,2018-08-07 04:00:00
2122,1533628800000.0,7030.0,7119.0,7020.0,7087.99,5820.081715,2018-08-07 08:00:00
2123,1533643200000.0,7087.52,7150.46,7048.57,7115.06,7542.412381,2018-08-07 12:00:00
2124,1533657600000.0,7118.59,7139.35,7001.0,7002.06,6642.490673,2018-08-07 16:00:00
2125,1533672000000.0,7007.96,7020.68,6670.0,6720.06,14905.704812,2018-08-07 20:00:00
2126,1533686400000.0,6720.63,6721.54,6551.79,6588.57,9195.100306,2018-08-08 00:00:00
2127,1533700800000.0,6588.66,6592.29,6392.62,6457.98,11588.275029,2018-08-08 04:00:00
2128,1533715200000.0,6457.98,6536.0,6430.0,6512.69,6974.099717,2018-08-08 08:00:00
2129,1533729600000.0,6512.67,6520.86,6411.0,6473.77,7490.174075,2018-08-08 12:00:00
2130,1533744000000.0,6473.78,6490.95,6123.0,6335.0,17490.342943,2018-08-08 16:00:00
2131,1533758400000.0,6333.18,6339.06,6215.0,6285.0,6812.544249,2018-08-08 20:00:00
2132,1533772800000.0,6283.27,6330.0,6265.0,6310.52,6094.32582,2018-08-09 00:00:00
2133,1533787200000.0,6311.37,6388.0,6281.54,6311.99,7130.758162,2018-08-09 04:00:00
2134,1533801600000.0,6309.16,6350.0,6268.0,6310.83,5597.910863,2018-08-09 08:00:00
2135,1533816000000.0,6315.81,6550.0,6178.6,6446.0,14252.52386,2018-08-09 12:00:00
2136,1533830400000.0,6448.0,6519.0,6433.0,6466.21,9326.642244,2018-08-09 16:00:00
2137,1533844800000.0,6466.21,6622.81,6454.57,6529.79,9539.024162,2018-08-09 20:00:00
2138,1533859200000.0,6529.79,6575.88,6352.0,6457.69,8469.71225,2018-08-10 00:00:00
2139,1533873600000.0,6454.29,6476.19,6369.47,6457.33,6748.126314,2018-08-10 04:00:00
2140,1533888000000.0,6459.57,6467.38,6299.82,6328.51,7992.852406,2018-08-10 08:00:00
2141,1533902400000.0,6328.0,6527.39,6310.0,6452.02,9694.737225,2018-08-10 12:00:00
2142,1533916800000.0,6452.5,6460.83,6332.55,6399.0,7919.763623,2018-08-10 16:00:00
2143,1533931200000.0,6398.38,6398.99,6026.39,6144.01,18209.783084,2018-08-10 20:00:00
2144,1533945600000.0,6148.13,6177.0,6069.0,6114.77,6989.160271,2018-08-11 00:00:00
2145,1533960000000.0,6114.72,6147.05,5971.0,6100.8,9748.280233,2018-08-11 04:00:00
2146,1533974400000.0,6100.0,6170.0,6070.25,6103.66,6883.013362,2018-08-11 08:00:00
2147,1533988800000.0,6103.66,6150.0,6059.7,6107.57,7355.816305,2018-08-11 12:00:00
2148,1534003200000.0,6107.57,6488.0,6064.75,6387.85,12305.480627,2018-08-11 16:00:00
2149,1534017600000.0,6387.75,6411.0,6210.2,6232.35,3851.667757,2018-08-11 20:00:00
2150,1534032000000.0,6222.55,6318.2,6130.0,6272.99,4252.626193,2018-08-12 00:00:00
2151,1534046400000.0,6268.39,6370.0,6244.0,6319.99,3867.485363,2018-08-12 04:00:00
2152,1534060800000.0,6319.99,6374.29,6266.0,6349.21,5940.214472,2018-08-12 08:00:00
2153,1534075200000.0,6349.21,6370.2,6188.0,6318.86,8105.976482,2018-08-12 12:00:00
2154,1534089600000.0,6318.84,6472.3,6211.13,6324.95,9829.182669,2018-08-12 16:00:00
2155,1534104000000.0,6321.99,6403.07,6280.0,6308.33,6572.285533,2018-08-12 20:00:00
2156,1534118400000.0,6308.56,6363.83,6304.98,6349.99,5893.939947,2018-08-13 00:00:00
2157,1534132800000.0,6348.31,6444.0,6295.36,6441.49,7987.779638,2018-08-13 04:00:00
2158,1534147200000.0,6441.49,6545.0,6412.0,6441.34,9805.40934,2018-08-13 08:00:00
2159,1534161600000.0,6441.35,6480.0,6238.88,6288.56,10527.842182,2018-08-13 12:00:00
2160,1534176000000.0,6288.0,6328.43,6145.04,6234.76,13141.758711,2018-08-13 16:00:00
2161,1534190400000.0,6235.09,6297.0,6202.33,6246.35,6539.098965,2018-08-13 20:00:00
2162,1534204800000.0,6248.25,6250.33,5880.0,5974.95,16909.738711,2018-08-14 00:00:00
2163,1534219200000.0,5974.31,6066.83,5933.0,6025.03,9216.938573,2018-08-14 04:00:00
2164,1534233600000.0,6025.02,6071.57,5966.0,6002.0,5613.678501,2018-08-14 08:00:00
2165,1534248000000.0,6000.98,6164.52,5977.5,6025.03,8354.334529,2018-08-14 12:00:00
2166,1534262400000.0,6025.02,6115.0,5981.0,6073.56,5261.423735,2018-08-14 16:00:00
2167,1534276800000.0,6073.0,6219.44,6046.58,6188.08,4830.631042,2018-08-14 20:00:00
2168,1534291200000.0,6188.08,6297.77,6172.11,6289.99,8315.019324,2018-08-15 00:00:00
2169,1534305600000.0,6289.98,6449.0,6247.12,6392.77,9685.577405,2018-08-15 04:00:00
2170,1534320000000.0,6391.92,6451.32,6266.0,6351.69,12301.924121,2018-08-15 08:00:00
2171,1534334400000.0,6350.54,6477.24,6320.0,6434.95,10312.967862,2018-08-15 12:00:00
2172,1534348800000.0,6434.93,6609.0,6340.0,6369.97,16084.403303,2018-08-15 16:00:00
2173,1534363200000.0,6363.16,6449.0,6222.22,6267.16,12106.795011,2018-08-15 20:00:00
2174,1534377600000.0,6265.27,6339.16,6205.6,6270.5,9173.920911,2018-08-16 00:00:00
2175,1534392000000.0,6270.49,6420.26,6255.0,6376.19,7981.799545,2018-08-16 04:00:00
2176,1534406400000.0,6371.71,6480.0,6363.01,6434.65,9352.544725,2018-08-16 08:00:00
2177,1534420800000.0,6434.82,6476.01,6277.0,6403.82,11471.025245,2018-08-16 12:00:00
2178,1534435200000.0,6403.82,6464.0,6366.04,6409.31,4361.087193,2018-08-16 16:00:00
2179,1534449600000.0,6408.59,6417.03,6228.0,6311.75,6174.876999,2018-08-16 20:00:00
2180,1534464000000.0,6316.0,6449.0,6285.4,6413.84,7226.371982,2018-08-17 00:00:00
2181,1534478400000.0,6413.84,6525.15,6410.9,6501.38,10499.12631,2018-08-17 04:00:00
2182,1534492800000.0,6495.44,6555.03,6384.41,6460.83,10329.491388,2018-08-17 08:00:00
2183,1534507200000.0,6463.42,6519.99,6426.2,6473.01,10333.109682,2018-08-17 12:00:00
2184,1534521600000.0,6475.99,6562.72,6455.0,6493.48,10885.565082,2018-08-17 16:00:00
2185,1534536000000.0,6493.5,6585.0,6450.5,6584.49,8577.946359,2018-08-17 20:00:00
2186,1534550400000.0,6579.04,6620.0,6461.0,6524.99,9185.576782,2018-08-18 00:00:00
2187,1534564800000.0,6524.99,6542.33,6444.0,6463.37,9224.560152,2018-08-18 04:00:00
2188,1534579200000.0,6463.37,6533.0,6460.0,6502.72,7599.887889,2018-08-18 08:00:00
2189,1534593600000.0,6502.71,6515.5,6301.0,6356.92,11440.886085,2018-08-18 12:00:00
2190,1534608000000.0,6356.93,6375.8,6288.0,6370.19,9116.152032,2018-08-18 16:00:00
2191,1534622400000.0,6370.18,6437.0,6317.61,6387.96,7175.259232,2018-08-18 20:00:00
2192,1534636800000.0,6387.96,6389.35,6300.0,6335.0,6771.784947,2018-08-19 00:00:00
2193,1534651200000.0,6335.78,6395.0,6322.24,6348.95,6608.529366,2018-08-19 04:00:00
2194,1534665600000.0,6347.62,6450.12,6345.1,6429.41,7335.625757,2018-08-19 08:00:00
2195,1534680000000.0,6429.41,6469.32,6373.0,6409.46,7856.904241,2018-08-19 12:00:00
2196,1534694400000.0,6409.46,6411.0,6329.0,6375.48,7138.012959,2018-08-19 16:00:00
2197,1534708800000.0,6375.46,6541.0,6357.55,6477.53,9479.990724,2018-08-19 20:00:00
2198,1534723200000.0,6477.53,6530.0,6472.73,6484.18,7368.850833,2018-08-20 00:00:00
2199,1534737600000.0,6485.55,6495.0,6420.05,6458.0,6388.458336,2018-08-20 04:00:00
2200,1534752000000.0,6458.0,6471.39,6378.0,6444.8,8346.063607,2018-08-20 08:00:00
2201,1534766400000.0,6447.62,6476.31,6385.3,6426.37,7849.468355,2018-08-20 12:00:00
2202,1534780800000.0,6427.44,6500.0,6408.13,6449.96,7922.457942,2018-08-20 16:00:00
2203,1534795200000.0,6447.11,6470.19,6220.0,6254.84,11560.256187,2018-08-20 20:00:00
2204,1534809600000.0,6251.0,6341.99,6235.08,6311.96,9470.692516,2018-08-21 00:00:00
2205,1534824000000.0,6311.96,6431.0,6280.0,6394.99,8561.577281,2018-08-21 04:00:00
2206,1534838400000.0,6394.99,6490.0,6391.27,6431.12,8863.745737,2018-08-21 08:00:00
2207,1534852800000.0,6431.13,6446.31,6374.55,6416.75,7487.216396,2018-08-21 12:00:00
2208,1534867200000.0,6416.75,6470.0,6365.0,6436.29,4219.398075,2018-08-21 16:00:00
2209,1534881600000.0,6437.99,6500.0,6408.57,6480.0,2967.317403,2018-08-21 20:00:00
2210,1534896000000.0,6479.98,6882.54,6436.0,6726.01,21784.347707,2018-08-22 00:00:00
2211,1534910400000.0,6726.0,6759.0,6627.01,6653.55,10272.021572,2018-08-22 04:00:00
2212,1534924800000.0,6654.34,6707.4,6627.56,6670.01,8007.181554,2018-08-22 08:00:00
2213,1534939200000.0,6671.93,6689.0,6452.0,6459.36,9575.211023,2018-08-22 12:00:00
2214,1534953600000.0,6452.01,6475.95,6384.3,6438.2,11942.205924,2018-08-22 16:00:00
2215,1534968000000.0,6438.21,6475.51,6251.2,6360.89,16328.423579,2018-08-22 20:00:00
2216,1534982400000.0,6362.57,6444.0,6342.28,6399.0,7384.721382,2018-08-23 00:00:00
2217,1534996800000.0,6400.0,6451.0,6383.23,6437.99,5897.454886,2018-08-23 04:00:00
2218,1535011200000.0,6437.99,6449.0,6389.35,6406.61,5239.529745,2018-08-23 08:00:00
2219,1535025600000.0,6406.61,6494.26,6390.02,6435.01,6231.55837,2018-08-23 12:00:00
2220,1535040000000.0,6435.01,6488.0,6360.0,6417.3,8123.946755,2018-08-23 16:00:00
2221,1535054400000.0,6416.9,6576.99,6401.0,6525.01,7480.955687,2018-08-23 20:00:00
2222,1535068800000.0,6525.0,6538.06,6470.0,6495.0,3368.199001,2018-08-24 00:00:00
2223,1535083200000.0,6494.38,6555.07,6478.28,6534.65,4117.198143,2018-08-24 04:00:00
2224,1535097600000.0,6534.65,6573.0,6504.86,6531.5,5567.612252,2018-08-24 08:00:00
2225,1535112000000.0,6537.04,6559.0,6440.5,6504.08,8166.632465,2018-08-24 12:00:00
2226,1535126400000.0,6504.08,6642.0,6498.97,6623.56,9164.32479,2018-08-24 16:00:00
2227,1535140800000.0,6621.89,6725.0,6595.77,6681.64,7921.708671,2018-08-24 20:00:00
2228,1535155200000.0,6686.98,6789.0,6678.01,6717.38,5207.31672,2018-08-25 00:00:00
2229,1535169600000.0,6719.84,6743.32,6650.61,6672.01,3816.953092,2018-08-25 04:00:00
2230,1535184000000.0,6672.01,6725.64,6671.91,6703.46,2433.022435,2018-08-25 08:00:00
2231,1535198400000.0,6701.01,6757.31,6663.03,6737.99,3513.208012,2018-08-25 12:00:00
2232,1535212800000.0,6737.99,6738.9,6686.56,6711.53,2287.107824,2018-08-25 16:00:00
2233,1535227200000.0,6711.53,6770.0,6688.0,6733.64,1962.897846,2018-08-25 20:00:00
2234,1535241600000.0,6733.64,6775.27,6590.0,6616.99,5549.181402,2018-08-26 00:00:00
2235,1535256000000.0,6616.99,6641.72,6568.0,6637.04,2867.254458,2018-08-26 04:00:00
2236,1535270400000.0,6635.03,6720.0,6623.64,6698.76,3720.970895,2018-08-26 08:00:00
2237,1535284800000.0,6697.01,6743.27,6670.01,6676.0,3483.997815,2018-08-26 12:00:00
2238,1535299200000.0,6676.0,6708.4,6627.16,6708.4,2750.928291,2018-08-26 16:00:00
2239,1535313600000.0,6705.01,6725.0,6661.01,6700.0,1734.964347,2018-08-26 20:00:00
2240,1535328000000.0,6700.0,6710.72,6646.5,6670.54,2914.757238,2018-08-27 00:00:00
2241,1535342400000.0,6670.53,6737.78,6670.52,6709.43,6879.724629,2018-08-27 04:00:00
2242,1535356800000.0,6711.45,6725.0,6685.0,6713.01,5200.77123,2018-08-27 08:00:00
2243,1535371200000.0,6713.01,6768.28,6680.0,6747.8,8521.554906,2018-08-27 12:00:00
2244,1535385600000.0,6749.99,6751.59,6723.0,6744.77,5679.652405,2018-08-27 16:00:00
2245,1535400000000.0,6743.56,6940.51,6710.2,6908.64,8550.618339,2018-08-27 20:00:00
2246,1535414400000.0,6907.26,6943.1,6860.0,6877.11,8499.93609,2018-08-28 00:00:00
2247,1535428800000.0,6877.11,6949.98,6877.11,6928.99,5723.278991,2018-08-28 04:00:00
2248,1535443200000.0,6928.98,7050.0,6905.0,7030.0,9202.98968,2018-08-28 08:00:00
2249,1535457600000.0,7030.0,7091.0,7002.36,7049.79,9524.230772,2018-08-28 12:00:00
2250,1535472000000.0,7049.8,7120.0,6966.0,7088.97,8685.169128,2018-08-28 16:00:00
2251,1535486400000.0,7088.98,7135.0,7025.0,7076.11,6717.312502,2018-08-28 20:00:00
2252,1535500800000.0,7077.0,7089.99,7006.05,7045.0,5908.562985,2018-08-29 00:00:00
2253,1535515200000.0,7043.29,7078.64,7031.27,7060.92,5135.734238,2018-08-29 04:00:00
2254,1535529600000.0,7061.02,7133.81,7040.0,7090.0,6858.512552,2018-08-29 08:00:00
2255,1535544000000.0,7090.0,7118.72,6912.34,6977.97,10908.481209,2018-08-29 12:00:00
2256,1535558400000.0,6975.05,7027.99,6922.09,6999.99,9128.291233,2018-08-29 16:00:00
2257,1535572800000.0,6999.99,7070.0,6989.6,7031.22,5312.905175,2018-08-29 20:00:00
2258,1535587200000.0,7033.21,7063.63,6956.24,7022.18,4991.450243,2018-08-30 00:00:00
2259,1535601600000.0,7022.18,7024.0,6930.0,6972.12,6210.960794,2018-08-30 04:00:00
2260,1535616000000.0,6972.16,6985.08,6839.5,6870.14,9249.441806,2018-08-30 08:00:00
2261,1535630400000.0,6873.99,6905.47,6811.0,6863.69,9157.500316,2018-08-30 12:00:00
2262,1535644800000.0,6862.47,6877.0,6784.81,6809.98,7118.183844,2018-08-30 16:00:00
2263,1535659200000.0,6809.98,6998.15,6800.0,6984.84,7989.237617,2018-08-30 20:00:00
2264,1535673600000.0,6984.84,6986.85,6922.67,6973.0,5167.881261,2018-08-31 00:00:00
2265,1535688000000.0,6973.0,7023.0,6955.44,6965.58,6158.484604,2018-08-31 04:00:00
2266,1535702400000.0,6965.58,6990.68,6934.09,6967.4,6388.271856,2018-08-31 08:00:00
2267,1535716800000.0,6967.68,6997.92,6888.0,6960.0,8264.463338,2018-08-31 12:00:00
2268,1535731200000.0,6959.52,7089.0,6951.37,7047.48,8537.221812,2018-08-31 16:00:00
2269,1535745600000.0,7045.68,7065.75,6992.02,7011.21,5951.077767,2018-08-31 20:00:00
2270,1535760000000.0,7011.21,7071.75,7008.74,7066.92,5064.666694,2018-09-01 00:00:00
2271,1535774400000.0,7067.17,7079.0,7027.37,7046.99,4636.919611,2018-09-01 04:00:00
2272,1535788800000.0,7046.98,7113.62,7046.57,7069.01,5469.748952,2018-09-01 08:00:00
2273,1535803200000.0,7069.34,7225.0,7031.0,7166.53,9849.87572,2018-09-01 12:00:00
2274,1535817600000.0,7167.02,7275.0,7166.52,7247.56,8393.752301,2018-09-01 16:00:00
2275,1535832000000.0,7250.82,7258.18,7165.0,7200.01,6908.450815,2018-09-01 20:00:00
2276,1535846400000.0,7201.57,7210.0,7127.0,7192.26,5780.129003,2018-09-02 00:00:00
2277,1535860800000.0,7192.46,7247.95,7189.13,7233.66,5552.52782,2018-09-02 04:00:00
2278,1535875200000.0,7233.66,7345.45,7214.41,7232.0,10501.711013,2018-09-02 08:00:00
2279,1535889600000.0,7230.75,7271.14,7174.47,7214.24,6255.112741,2018-09-02 12:00:00
2280,1535904000000.0,7214.24,7333.33,7189.29,7310.26,7257.014471,2018-09-02 16:00:00
